idx,user_ids,accent,age_group,country,transcript,nchars,audio_ids,audio_paths,duration,origin,domain,split,gender
413446,4ab9c329ad8e837644b5ba3f97857b15,urobo,41-55,NG,Mercy sold a plot of land to the north of their hospital for 60 million dollars in 2008.,89,a12f7dd25a096bc692c4752678d21bc6,/AfriSpeech-100/test/81c7772e-65e6-4eba-a398-20b217f2cb6c/c8ca2146d0ca60d4a948f4412d364bca.wav,13.197,nigerian,general,test,Male
784598,d308b41066230e23aba50bcbce7f6cd0,igbo,19-25,NG,"Ugeruomba came down with Orajimetochukwu disease, and was treated with Ebi drug at Yenagoa hospital on Sun 05 Jan, 2025
",120,53b00bbd6123e5af9ab75f6737f3afe6,/AfriSpeech-100/test/0c6beb51-9c0b-4d95-9d12-b04af973b2b6/8c26386773fb70d6e7f244f89e305f1f.wav,11.935,nigerian,general,test,Male
1015475,c4488c5ba7debda752c4dd68fa220991,kubi,26-40,NG,Sun 17 Dec 1989 2: 44 PM LIVER OR GALLBLADDER US SINGLE ORGAN PORT,66,04f61246c77142340439ef99efc6bf19,/AfriSpeech-100/test/a2575c8a-9e55-43b1-a41b-558e9ea85ba2/367c90df5a7bd62637569995ac27227b.wav,10.0,nigerian,clinical,test,Female
644073,105a878e82b335d231e3a4805acbbb0a,yoruba,19-25,NG,"Mr Macaroni tweeted, Just reading that St Francis Church in Ondo State has been attacked Multiple people have been killed Im not even sure of the numbers.
",155,9d62c73869bfa4589aee1a01b7a44c1a,/AfriSpeech-100/test/8d900b25-ec34-4945-b101-4940838ff474/43953ce734b458daf93fb857a436240c.wav,14.159,nigerian,general,test,Male
908161,bfc32f0180868ffcd7f0e20ece21a9e7,ijaw(nembe),19-25,NG,He will be discharged to home in good condition with very specific intructions to follow up withTualay for his diabetic care and the Hospital Ifunanyachukwu Clinic for his transplant care.,188,efb69e55c73556f0222a578c9ce3707d,/AfriSpeech-100/test/d7bd7834-e9c9-4555-8fe1-5d64f12056d0/5bbde6e3d535c5dc6faed7a64b82d614.wav,17.0,nigerian,clinical,test,Male
649311,a61d694177748b99b776b8a88de83123,etche,19-25,NG,"Speaking in a video released on Twitter, Guaid said the unity government would not be headed by Nicols Maduro, Venezuelas socialist leader who was indicted this week in the U.S. on narcoterrorism charges.
",205,819b5a233f500ba42502286e1b39f3ed,/AfriSpeech-100/test/2ad22117-66d1-4c40-9e02-0f008c8b6ed0/c73619b5329c20b2e6da606c3d7f1294.wav,21.634,nigerian,general,test,Male
965455,a1f4157da6253f590f6f561a43d1f55c,mada,19-25,NG,Pt was then sent to the The Hospital for Orthopedics Juan for further evaluation .,82,a126153a499160531cb12e51b13dcaaf,/AfriSpeech-100/test/c111ca22-f967-4623-b104-359af471f3ff/f876012d5066531f96e6b1b9ebfcdc9d.wav,7.0,nigerian,clinical,test,Female
701983,902021a1aa6c17be682f62a5c3ba515c,jukun,19-25,NG,"She is also the Creative Director of One Stop Celebration LTD  a Pan African garment factory and fashion training school.
",122,3bf384444d9d16506ea1c2335546bf95,/AfriSpeech-100/test/f4fd5dda-45f1-432d-8cb5-d44e37a27879/078182283abe11967949f32c6ce4d2e7.wav,8.986,nigerian,general,test,Female
569733,4fbdf49df4ec1ef273a4592a677969d7,yoruba,41-55,NG,"Harrison paid a high financial, emotional and professional cost after going public but says she has since managed to rebuild her life, both personally and professionally.",171,41d008e5ac3a7d0d4a19e4ff22f9f2a6,/AfriSpeech-100/test/c53baba7-1609-4f91-b4c8-3cba83ac07df/11c9a6f38bcda241de7694dd38d66866.wav,14.636,nigerian,general,test,Male
874050,062a6e856921674d55a3b54f31725f81,ukwuani,19-25,NG,"Zlatan is well-known for his rap abilities and very different adlibs.
",70,0d64eb50bc395a982be0429205a7ef42,/AfriSpeech-100/test/b4e74c00-d0a8-4fb3-ab62-8fb1ab41b25e/96e37ae7b9d23e60b24e7fcd1db509b3.wav,5.394,nigerian,general,test,Female
625651,07e92187d03045d6563c2abc8a3573e9,esan,19-25,NG,"The Minnesota senator said tribal governments voluntarily moved to close their casinos, costing them jobs and revenues.
",120,bc0fcabcbdffb9b9c95fb48c01a78fa4,/AfriSpeech-100/test/a238027b-9b0b-4725-92ca-240dbaf7f513/c6496d637570509d4250c2044186db1e.wav,10.978,nigerian,general,test,Male
575199,3f7402dad2ccf1d2f93f931d41ddb72c,"yoruba, hausa",41-55,NG,"There are a couple of villains introduced in Marvels Iron Man VR that players may not find immediately recognizable, like the games secondary antagonist Living Laser.",167,a2293bc2617b6ff6d1ab4f9b827d0ffe,/AfriSpeech-100/test/b0b310b1-f715-4294-b393-fb65f075feea/ce5e6415bba1606d930ab82a1c289d8c.wav,17.569000000000003,nigerian,general,test,Other
425615,c650864503024b6056b1db45212bd248,eggon,41-55,NG,"The PPRO added that the continuous intelligence-led surveillance operations in the area led to the arrest of Miracle Nnamoko of Belatus Road, Sabon Gari Quarters.
",163,effa958197089f9f82ef2612c7e5a428,/AfriSpeech-100/test/b2cb101c-7d0a-4323-9e9f-67a879b6ef73/240545b9313232af9558468ddd05b192.wav,17.347,nigerian,general,test,Male
690945,07a89dac4fb449468f8497b5048d94c2,ijaw,41-55,NG,"Specifically, the Empire State Index, Industrial Production, Retail Sales and the Philly Fed Index were all better than the consensus estimates.
",145,d56aeab72c8106585cfd3d2ac2e3dd6f,/AfriSpeech-100/test/106d2c8e-c036-40c0-b10a-3d0e702973fd/c1b96761797e09d697177df0174c798c.wav,10.209,nigerian,general,test,Female
952648,6898719d0907a939b371c75834ac52c7,eleme,19-25,NG,A: Alt in Efuiyomi P: Support developmental needs,49,d73e3472cb57b7a03a723e3a9de8f6c5,/AfriSpeech-100/test/0f5a277e-c480-4d19-ad60-3b0ae2d4c322/350f2b4bb5795ae9292b5b0d7d5b352e.wav,7.0,nigerian,clinical,test,Male
833648,04fce42975e9768bc51799b931cc54ea,igbo,19-25,NG,"Nollywood doesnt exist in a vacuum.
",36,708a8fb3c42653ab0e03d5d33a75de6b,/AfriSpeech-100/test/edc805ea-26bf-438c-a036-cb9e79326fe0/346b69c8fd3196e6cd53260b2a1b71c9.wav,3.486,nigerian,general,test,Male
785428,a9bb20d73560b04325e012193395924d,igbo and yoruba,19-25,NG,"Ibiere Chinturuka 56 yr female transfer from OR to SICU CC683 at 2100. Wednesday 13 November, 1996
",99,e3e799c37e232f0a5e80f4c82bfafc5e,/AfriSpeech-100/test/ff37d177-2d5e-413b-962b-51d3ee3f579c/22096b4fa8b8b070e403dc4af97ce319.wav,17.213,nigerian,general,test,Male
828151,2c46bf929b77b90ce51a1c8f81c91b0c,igbo and yoruba,26-40,NG,"Patient Zeribe presented on account of ammenorrhea of 4 months. Next line. Hot flushes associated with night sweats
",116,5da840af06934a1b09ec1ba3776cee82,/AfriSpeech-100/test/4c6cf888-dfd1-4842-8f8a-0e4b96560ce3/005224ed1aa425b92d1b5ea700150499.wav,12.397,nigerian,general,test,Female
558784,aae7d5e76206c38b11c7775f860860ac,ijaw,19-25,NG,It was translated into English and widely read in Great Britain and elsewhere.,79,d3f8405c2d589796ac75e07f997e4911,/AfriSpeech-100/test/8ccef5f2-b276-4784-b91e-2e6916d0ca90/6ac288ef8b6493895981898fe248512c.wav,6.685,nigerian,general,test,Male
723562,c5d1708dc9a71ea1c0bfe87205999e82,yoruba,<18yrs,NG,"All lyrics written by Residente , all music composed by Visitante . Adapted from Allmusic .
",92,b018d18c7fc0198898801df02a65d3f3,/AfriSpeech-100/test/2b2df2dc-9d92-499a-ad0f-c57184c51425/0928bcbb0293435c8a8750f22e26cb59.wav,7.999,nigerian,general,test,Female
623882,930cb27b024cc22dcbb1c249232ed375,bekwarra,19-25,NG,"Once the sand arrived, Coleman ditched the paper towels and started using it in a four-compartment deli container.
",115,849a2ff446a78672b64070821a13cc93,/AfriSpeech-100/test/1a9d23b1-5b9d-4243-b483-ad08ff953170/3a56d6c9b8a34a05091abc49c04f8d7a.wav,6.789,nigerian,general,test,Female
703436,012ada3b3136ec786bcc5b6b596134b7,hausa,<18yrs,NG,"The spring would see a new campaign against Richmond.
",54,5ed145026f8adbe2e9e6557e69a2e7e6,/AfriSpeech-100/test/ebdd6da9-062a-4e89-accd-891b8bde8463/4763fd13cecce15dcceadd8d8a7dfbe1.wav,4.17,nigerian,general,test,Female
828484,9dc1431272e68c73d54ad310595bed50,ekpeye,19-25,NG,"Her fiance Mr. Ogunbiyi Mgbeke was called to the first aid room at 2: 33 pm on 15 Dec, 1976
",92,8cc70fd536758383da8801157e1b053a,/AfriSpeech-100/test/f1e1b3fa-d35b-4858-9efd-4874b5a5a607/6ee10a9c05e996075490b4a226ff06b0.wav,10.413,nigerian,general,test,Male
735425,9cf80d67a99a0fa81732b4b80ce0ff97,brass,41-55,NG,"Ukpai had a spell requiring bagging during their Anonime session yesterday.
",76,1a7969ed83e38508a18d06324de2ac52,/AfriSpeech-100/test/dc9fe71f-0ae6-47eb-9905-83ba0a9b7565/fc926c91d8d534a0227a68e6490dd37e.wav,11.994000000000002,nigerian,general,test,Male
622223,e4b9e1fd3ed63829f4c1280fc1d2bce6,igbo,26-40,NG,"A West End musical is a musical theatre production that has been performed in the West End theaters of London.
",111,432aa05ffcb08ae0d112f4bab7262e87,/AfriSpeech-100/test/2c9eb239-cdcd-485f-9e3b-9b7f500ff008/0e080d3cda985d81c82bc37ead99c2be.wav,12.103,nigerian,general,test,Female
656755,19088ce1cf72ce38349e91793b71bf40,swahili,19-25,KE,"Health minister Zweli Mkhize said on March 31 2020 that the increase in Covid-19 infections was lower than expected.
",117,98022bd9c763acd19103d5e1b839b6a3,/AfriSpeech-100/test/a09148f7-c25a-4c8c-aa3f-1853e291a15f/0000887ae7ae475bcfcbf3a7f9256b8f.wav,9.275,african,general,test,Female
506620,19fd75c708c8f4dbe91996831a6cab19,igbo,41-55,NG,The emergence of new troubles with Max threatens to extend a crisis that is consuming one of Americas most influential companies and disrupting the global aviation business.,174,a3f03aa5964c13e8f82ce3d0a9f99f14,/AfriSpeech-100/test/004b637a-00fa-4c5d-840b-831e1927b716/e533583c0bdc95fa1ef4ed25c90c0722.wav,11.973,nigerian,general,test,Male
887683,c3b6d0514654d8e8d9bc5ed9fb86fdd4,yoruba,26-40,NG,"Patient Landah Doyeh chief complaint started 5 days ago and lasted for five hours
",82,536519e7a039421d5c452f36662530cf,/AfriSpeech-100/test/e07cc268-cbee-4015-8945-e0ccd881b557/a91b38b45c18d20bb5e206816669a6eb.wav,7.495,nigerian,general,test,Male
746011,2fb914ac8e67dddde77854f66df0b994,igbo,26-40,NG,"A year and a half later Schubert, too, had died.
",49,c459b8aad877eb0e00c428e51861fb7f,/AfriSpeech-100/test/a9224300-7f71-485c-aabe-d6de339efe45/4b9fd822cfe2447702a9f212b9ded0bb.wav,3.087,nigerian,general,test,Female
452042,ee4218ed8c46a78ca00cb50c57b76f13,"yoruba, hausa",41-55,NG,Mariota played the part of last week before the Titans beat the Patriots in the wild-card round.,97,a7c6aef3be70541e657a149f1b0a0937,/AfriSpeech-100/test/eb68b54a-e315-48ed-ae44-afffa9c9f8df/7c3c5b4b05e19b037c4bffbdfbe871f9.wav,11.63,nigerian,general,test,Other
588599,b2043f0c05b1d68b6c7194e78247da8d,yala mbembe,19-25,NG,Repeat TTE demonstrated mildly improved MR Gambarny Nwaoche.,61,170ec5119ed88f8873ee14040bf64f30,/AfriSpeech-100/test/e486afb6-6224-4ddd-aa6d-8a75bfe13172/0a8f1e4e69b1c33c616353dc1476c08f.wav,4.729,nigerian,clinical,test,Male
628389,93a610ef4f416f4cc7ba47b98c40b9fa,yoruba,19-25,NG,"Chappell is the leading advocate for greater formal recognition of the first Australian sporting team to travel overseas , the Australian Aboriginal cricket team in England in 1868 .
",183,005e24c016de344985cc5737b4d9417a,/AfriSpeech-100/test/720f23ee-0685-42cf-92e2-22c54d52e31d/3352e774816843746227db9e5c417c04.wav,15.595,nigerian,general,test,Male
398422,aa787c4ad9168f7923b1057080d10cd7,ikwere,41-55,NG,"The statement said it was needless to remind the main opposition party that former Presidents Olusegun Obasanjo and Dr. Goodluck Jonathan were not northerners, yet they both won presidential elections for the PDP in 1999, 2003, and 2011 respectively.",250,911475c408c0f3f6b68a8b0449637c89,/AfriSpeech-100/test/fbed1584-dd3c-48ff-91ab-e82ebac4093a/ecfe9e9c8d56ebe733163db7fd61a8e7.wav,28.854,nigerian,general,test,Male
578589,a72b35c5433912b19ec47995b4d1f483,setswana,26-40,BW,"DR Chimedi Ifenna IN CLOSE ICU ATTENDANCE at Kano
",50,1d0157e98b8c2728ce8bfbc701523bf8,/AfriSpeech-100/test/ed457c36-7fbe-4bee-950e-d6def5126ee3/c0297325d7a813dc8227aae38526c52a.wav,5.136,african,general,test,Female
1142433,5b880504793f9d682752cb4380350b45,yoruba,19-25,NG,"At Erich Lindemann Mental Health Center she was discovered to have ARF, a large pericardial effusion, and bilateral pleural effusions .",135,7203fa4d596f52a679a9adb4d74f5985,/AfriSpeech-100/test/d80793a1-ddba-4a1a-aa82-1899018f2940/78be8f6147acd499e5cea43adf9d0332.wav,10.0,nigerian,clinical,test,Female
426330,a32677d4ae8a2df0f90c63708d0a4c43,gbagyi,41-55,NG,Receive News  Ratings for FLIR Systems Daily - Enter your email address below to receive a concise daily summary of the latest news and analysts ratings for FLIR Systems and related companies with MarketBeat.,209,c25470e3c6833514b9af73977df48cfd,/AfriSpeech-100/test/bbf309be-30ad-4812-81f3-8b9791021217/b17a85f2021b6990d41f760b8719e5d7.wav,11.843,nigerian,general,test,Male
510330,c943dbbb5a34d1efc338a1bdffec2efc,eggon,41-55,NG,"Even with the new normal of social distancing, Niemisto reports that, The stage is comfortable, the spacing of tables is pretty good, and everyone is wearing masks and following the protocols.",193,2fe1afeefcf2d85e4a53c14863183770,/AfriSpeech-100/test/725f5748-314e-4f16-a0ed-3cbb2cf6c4c8/47e3ef2033f4574bca3acdb20be8268a.wav,18.857,nigerian,general,test,Male
711922,5856f88ae52888c338fe3ac15d673849,ibibio,19-25,NG,"Omotosho Obioma does not want to get re-hospitalized in the future given past experience on Mon 23 Aug, 2027
",109,6b5cffdaf93ef9014d308fa283eb3d10,/AfriSpeech-100/test/48ccb508-c3df-40ed-8a4a-233e45a05f07/04054b9f0fb51409e960f90c1f1b248b.wav,11.521,nigerian,general,test,Female
410168,09bd3e56216608aba141ac199aceb9f4,venda and xitsonga,19-25,ZA,"Reason: Sahno Ketoye developing hydrocephalus? or Polio?
",57,22c7d5e208b91b4a29fb8269ec462acc,/AfriSpeech-100/test/76bb320d-f554-47a4-a887-f0d9f403063c/41f12218bfcd92878c02f1744aa9b200.wav,13.272,african,general,test,Male
771443,356f6168f229a2118a33426f48707d1e,igbo,19-25,NG,"Dr Chokayloo Kamglo speaking. Next line. Chief complaints: next line. Patient had fever, generalized body pain, and bitter taste for 2 weeks duration
",150,edc275c7371a9c3b37c7de85b9525676,/AfriSpeech-100/test/77a2c355-6609-4022-b31f-931a2389c070/f0ff1d6b4aff45731c1088abeaa2b21e.wav,14.116,nigerian,general,test,Female
660300,3c708d6f5808b5b65dbf43acedfd4cb7,yoruba,26-40,NG,"In response, Grandefex told him, You will simply not receive your money.
",73,8b741c624b0ee765a3582f5b243ba2a3,/AfriSpeech-100/test/907a3fcb-a361-44fd-8a2e-89aee85e36af/4a21f392ce456d11ed16109aec77ee45.wav,6.417000000000001,nigerian,general,test,Female
594569,33e28feaae9e298e95471515415a233d,eggon,41-55,NG,"King, who had three 3s in the game, scored five of his 11 points.
",66,e0343c68489bff4c0d98de367e049ac1,/AfriSpeech-100/test/a92aa77e-8f54-4a9c-90b0-4a22bbb3da62/f77e5663c4507e396826a3442d41d4cc.wav,7.141,nigerian,general,test,Male
672102,e8e1720684188a9ac63f6605ce8b33da,yoruba,19-25,NG,"Delta Correctional centres free 34 inmates
",43,11fdedec5d1f93e8916b3f1783d4bd31,/AfriSpeech-100/test/93cb2e91-eedf-4009-ab0d-c6b72ded81d1/58f26882994c31c384013daab4c9a036.wav,4.673,nigerian,general,test,Female
462734,527da5a4cb4584a05a4632cd7c540365,zulu,26-40,ZA,"The initiative represents a new framework for cancer treatment in Central Iowa that will be even more patient-centered, Deming said.
",133,8de80f5f78d7a80556bc348a98cca72a,/AfriSpeech-100/test/438ccdb6-6a97-42a2-8f44-19b631fda2c0/f2ac5a9cd8a8ed362917f117db2e9f3d.wav,12.278,african,general,test,Female
413458,4ab9c329ad8e837644b5ba3f97857b15,urobo,41-55,NG,Mkpauba Ndukaku reports that he has been eating and drinking well in Lafia except for today.,93,ffa328889c977ec1c51ae6ec6e522c4c,/AfriSpeech-100/test/2e93014a-eea1-4d34-9749-bfa465302bcd/66470b294283630318d0b5e80e07ca0e.wav,14.129,nigerian,general,test,Male
682226,a61d694177748b99b776b8a88de83123,etche,19-25,NG,"The junior category finalists were Khawlah Bello from Excelsior Islamic Schools, Satellite Town, Amuwo Odofin first runner-up and Nimotallah Ibrahim, Odumola Junior Secondary School, Epe second runner-up.
",205,7fb3d866680670636d317e216dca125f,/AfriSpeech-100/test/ae1fb127-c099-445b-9ae9-1f74f81833a9/01d3a5959b5a2bfbbefa5dcc1400791a.wav,29.727,nigerian,general,test,Male
588784,b2043f0c05b1d68b6c7194e78247da8d,yala mbembe,19-25,NG,"Dr Arinola Aderiyike speaking. Next line. Chief complaints: next line. Patient had fever, generalized body pain, and bitter taste for 2 weeks duration
",151,273bb4fba9da83e7e8c0e972236b1db8,/AfriSpeech-100/test/5e7cfabf-d38f-4a8d-a3a8-2e28b74edd99/7685f39c24ee6dc8059ba13f24e4466f.wav,10.095,nigerian,general,test,Male
574961,c943dbbb5a34d1efc338a1bdffec2efc,eggon,41-55,NG,"The Jungle Book was released to very positive reviews in North America on April 15, 2016.",90,a8771897413649bfde2f4a46a1799525,/AfriSpeech-100/test/b77ce017-9a1e-4db5-8b78-85e8cffdb536/db4cbbfc827c4890c878036f59ef5a0a.wav,11.462,nigerian,general,test,Male
420524,76788d03e736b1c71a3464b3ed238ba9,benin,41-55,NG,"Telnet is a client-server protocol, based on a reliable connection-oriented transport.",87,b7658898069b0620fbc856d5ad529970,/AfriSpeech-100/test/c8519cda-0044-4b1d-aa3c-1af2bcb71afe/b2962ce7f979ba74379569f710c12869.wav,9.671,nigerian,general,test,Male
735260,9cf80d67a99a0fa81732b4b80ce0ff97,brass,41-55,NG,"Feiersinger was also Championsleague winner with Borussia Dortmund.
",68,e89f53ca0826244c1c946392aa985c65,/AfriSpeech-100/test/1fc50bfc-01a2-4dfa-9ea5-1ec24a09c630/359a9710df2883242f3e811aef3e8fa2.wav,7.619,nigerian,general,test,Male
470718,01c5ab3d209856fe8a17e8d1765f6a61,okirika,41-55,NG,He signed with the Falcons as an undrafted free agent in 2012.,63,3e4667ffde826a8f24a9a6510e9493dc,/AfriSpeech-100/test/9e4c08da-2901-4395-9372-ffab672ffdac/98f4a74ab2f6e78272c02701cbc4e4de.wav,8.557,nigerian,general,test,Male
579045,5f486e6436c82e7dd0b62fecf324fe4b,swahili,,KE,"The poor need mentoring, support to nurture  micro-businesses Nwokolo, MFB expertBecause so many women are well to do, they work hard.
",135,8a647e49325f0d3c9f44ec013d97c9e5,/AfriSpeech-100/test/8225ad11-fb88-4b00-afe4-a9c53059b46f/dccc9592876c29fae75eb1574177fcfe.wav,10.917,african,general,test,Male
578193,f3086450a0c7d17159193248583f2eee,igbo,19-25,NG,Here is a 22 yr old food poisoning patient Segun Bolatito who presented to clinic at 11am this morning,103,8a0a88f17c126302750d9705d02f2165,/AfriSpeech-100/test/8d055e90-2340-43d7-9dff-40ad5d090371/fb7b627e7fcb8f5f057e7e59411c2045.wav,10.715,nigerian,general,test,Female
592096,e13a127f1f95f8cdea892a7bbf0efaae,idoma,41-55,NG,"Meg releases Charles from ITs clutches and tessers with him through time and space, landing in her twin brothers vegetable garden on Earth, where her father and Calvin stand waiting.
",183,c9899c52ea55fcfc9975ac32a4ded6fc,/AfriSpeech-100/test/8e6470f7-6ef8-4488-af71-ad26218069fd/a4d1f113ea855faab9ce55b5fd58f622.wav,18.869,nigerian,general,test,Male
847786,73f3080fecf9cb35b075e5a5f8570a55,hausa,26-40,NG,"You can imagine a bus stop along the Lagos-Abeokuta expressway, Obadeyi, where cases of falling containers occurred at least four times in a week.
",147,5daac99e1e0f060654774fa820fcf070,/AfriSpeech-100/test/16e01bbc-9c9a-493a-99b1-46eb19fa1f70/46373603279c47a1d8e0aa5cd249f4ed.wav,15.709,nigerian,general,test,Female
824489,6695d0ed121ab71789906fbbff8393dc,yoruba,19-25,NG,"The study did focus on a very, very, very specific group: male firefighters in their 30s and 40s and from Indiana who went to a particular clinic.
",147,b1af0ce57f431eac370a910c212c2445,/AfriSpeech-100/test/bf9dffd2-7f32-47dc-a788-10224c1f8157/1d10333c28e5570d00d40a0474989f32.wav,11.227,nigerian,general,test,Female
475468,01c5ab3d209856fe8a17e8d1765f6a61,okirika,41-55,NG,Abdominal fullness with abdominal pain. next line. Modupe Nnaemeka Maiduguri No history of use of blood thinners. No history of blood disorders in the family. She does not bleed from any other orifice,201,4f28a55f4cd4285c78db0b05d67a8bfc,/AfriSpeech-100/test/03b68c3c-ea44-4240-b3a6-ecb6682ec3c2/a57f57e8050a839dc0763e34d39fddc2.wav,24.622,nigerian,general,test,Male
1135640,be22777d5e23c752c27444c65eceea96,english,26-40,NG,Signed electronically by : DR. Michelle K. Partin on : WED 2019-04-17 1:13 PM,77,4547166f35eaf8b6c568a145220158ce,/AfriSpeech-100/test/48a01d28-ea24-478c-b6ca-01fdafd82bbd/7202e4d9ad938fbe12098e7cd38f26f0.wav,9.0,nigerian,clinical,test,Male
684278,a87978f585bc4db5b437699ed6d56eae,afrikaans,41-55,ZA,"In the second game, the Sox were held to just four hits but, coupled with eight walks and two errors, were able to make the most of them.
",138,b71b9634403c5974332f78907f687d99,/AfriSpeech-100/test/17a13754-4b30-4e76-9d3c-29a0014d9ccf/349bcaf274d3007715ac9d688671ff3c.wav,11.220999999999998,african,general,test,Male
619645,4cf08618140220f8bc9860242713c066,delta,19-25,NG,"Stylist Assistant: nicoledarnella
",34,1a99aff476eeb0ff67363a8f5ad4039f,/AfriSpeech-100/test/8dfb6206-a1ef-44fe-82a9-f24c30b37c56/cda1e177473d5880253d3fcf2d6b2626.wav,4.033,nigerian,general,test,Male
785476,a9bb20d73560b04325e012193395924d,igbo and yoruba,19-25,NG,"Patient Obloymay presented on account of ammenorrhea of 4 months. Next line. Hot flushes associated with night sweats
",118,3068ff3b1c4728ecc0c6c31500bdad84,/AfriSpeech-100/test/b5616d90-151d-42a6-b330-9b42b947ffbd/fe95beb65ef5abb90a1a0e6e7f91bdc4.wav,11.425,nigerian,general,test,Male
412634,3e24837506b6eca8577d95112b18b831,gerawa,41-55,NG,"The Mayor of London elections were won by the same Ken Livingstone, who began his victory speech with the words: As I was saying before I was so rudely interrupted 14 years ago.",178,557545d838fa4ea788f457235baf6e7a,/AfriSpeech-100/test/e5593154-df89-4bfc-840f-6444fedf63bf/bbf348225d355942061af487880361fd.wav,11.857,nigerian,general,test,Male
863881,046a6f102d2d4085408a784e29296038,yoruba,19-25,NG,"For some tenants, she said, Marshall House represented the longest period of stable housing they had ever had.
",111,ac5f7f6bace84b223b4653992f88e869,/AfriSpeech-100/test/08ba521c-494d-402f-a25b-f5499aefdaad/df17c9e37a78af5dcaeaffd4d5be4e53.wav,8.275,nigerian,general,test,Female
412850,4ab9c329ad8e837644b5ba3f97857b15,urobo,41-55,NG,"Playing football for those 1-2 hours made me train my mind that everything is like earlier in my life, says Ali.
",113,dfc00186d943062f3698861d2c734f10,/AfriSpeech-100/test/8f198d83-3c67-4cd8-9396-f2b6b9916643/fb10f14f42a68e5b6b797eea41e83b15.wav,12.220999999999998,nigerian,general,test,Male
644923,fb8b4a3d9b3976b86876635474f76e43,yoruba,19-25,NG,"The eight names that have so far emerged included a leading critic of the APC federal administration.
",102,361fb1d94cdbf9c05e4d2390befdc5ce,/AfriSpeech-100/test/8907fff7-59b7-4fa8-9b14-1182b006fd42/c99e8028cfbd037ee462138bba4ce4d6.wav,6.67,nigerian,general,test,Female
1004351,73f9249a766dc6e1ccb2749f9b9a3a1a,hausa,19-25,NG,"Charles I. . Sanders, M.D. 76-364",33,9738a1db83fc5d4def1da255d3cb0699,/AfriSpeech-100/test/0fe6ccce-c10c-4cb8-97b4-eeb9cb13d2bf/c14e855629bdc2d9cfc3189b3947acce.wav,12.0,nigerian,clinical,test,Male
1002492,08e7223783d9f6a426d8841d22f4fc6e,ikulu,19-25,NG,O: Mom and Dad in twice today.,30,d6e2863758709a72cd7fbed2848e8968,/AfriSpeech-100/test/ea3e2aec-f429-4fe5-8fb9-9db60e26f366/60b9ff620926d7782f6153619a0f1d96.wav,3.0,nigerian,clinical,test,Female
575221,3f7402dad2ccf1d2f93f931d41ddb72c,"yoruba, hausa",41-55,NG,"For years, it has been said that Nigeria is short of blood in its blood banks.  Is there any paradigm shift to make the country self-sufficient?",145,6b3f00f5703b03e00b07541bccb11b50,/AfriSpeech-100/test/4055add0-abe6-48ed-9694-16acfc9e14ec/8383e909dd58719180e8f59b7a2e51e7.wav,14.611,nigerian,general,test,Other
1148223,7c7e59f41c237ee1cce2b54419487def,obolo,19-25,NG,"The patient then underwent liposuction of her abdomen, inner thighs, hips, flanks, chest and arms with Dr. Chain .",114,099236d752aa98831be2581008b01478,/AfriSpeech-100/test/6e3813f8-6033-4419-9278-ad00097a12d7/3b4cfa0e02111ca4aa9c3b7e89dbd1e2.wav,7.0,nigerian,clinical,test,Female
722144,5856f88ae52888c338fe3ac15d673849,ibibio,19-25,NG,"Lessons From Fani-Kayodes Stupid
",33,306cc5972d21f770f4cfa89b4aa043b6,/AfriSpeech-100/test/8e69c9e0-4f3f-4495-b33b-df09f60596f4/ff99e46541939bbddef36e7df8f64fdd.wav,3.125,nigerian,general,test,Female
636079,b842f5b3185f01ee16f8559a9270db1f,igbo,26-40,NG,"The patient was in a hurry to get thier Labs and Radiology result from Chidumaga Emetemedia Diagnostic center, Jimeta
",118,9eb3e1d858392dcabb92eb25e66df414,/AfriSpeech-100/test/cf8be18f-398a-4fb6-b3d6-016b8c138734/0b9422748d28c6683d361851d0e80ef4.wav,8.183,nigerian,general,test,Male
772340,d0b89d16de5ae19785bfc992472268b7,jukun,19-25,NG,"Nigeria is on the march again but it is evident that the quadrennial cycle of electing, de-electing, and re-electing the same jokers is not that path towards social development.
",178,a317fc78d3f755d4f78b61eee84e26e1,/AfriSpeech-100/test/f40d50e9-f476-43ae-8500-d3f18ab7498c/eaad23db0fdbef0dbf3075d9e0efc50c.wav,11.216,nigerian,general,test,Female
453163,01c5ab3d209856fe8a17e8d1765f6a61,okirika,41-55,NG,"Funpere Lamidi experienced loss of consciousness at scene of accident at Oshogbo junction, but GCS 15 thereafter.",114,13056b2d4109ce6b790b4dfe8b9684f1,/AfriSpeech-100/test/8f9ae3e1-61eb-4fb9-827f-477169e0f9d5/da5d673d9191b289f86aac3c349b2da6.wav,15.337,nigerian,general,test,Male
659599,92d5f5ee92025e6b6d26280742447436,yoruba,19-25,NG,"Sanchez and Angle were like brothers sharing countless memories together.
",74,096a7c9018ce9a058478d63d9724d714,/AfriSpeech-100/test/6aca45a5-a4d8-4fc4-8bbd-58a530ec9f16/aa36578e1ffe17f8d4f53aaea3e28fce.wav,3.641,nigerian,general,test,Female
483040,3f7c48c903ef6a5f454d5fd7c744c532,swahili,19-25,KE,"During the last seven days, BHEX Token has traded 1.9 higher against the US dollar.
",84,613abd8ba7d2c5974d0b62601a524674,/AfriSpeech-100/test/8459a9ee-299e-4209-bdec-23612a8b9b19/034bcb2bb9e58f2bed27f9f6fc8f0bff.wav,11.505,african,general,test,Male
